drug1,drug2,similarity
DB01092,DB01035,0.274
DB00295,DB01035,0.285
DB00959,DB01035,0.189
DB00555,DB01035,0.493
DB01026,DB01035,0.153
DB00281,DB01035,0.958
DB01016,DB01035,0.24
DB00695,DB01035,0.413
DB00313,DB01035,0.272
DB01075,DB01035,0.173
DB00343,DB01035,0.415
DB00255,DB01035,0.221
DB00829,DB01035,0.261
DB00907,DB01035,0.255
DB00363,DB01035,0.167
DB00501,DB01035,0.974
DB00477,DB01035,0.298
DB00608,DB01035,0.36
DB00661,DB01035,0.69
DB00201,DB01035,0.513
DB00945,DB01035,0.296
DB01435,DB01035,0.275
DB00277,DB01035,0.356
DB00252,DB01035,0.859
DB00468,DB01035,0.975
DB00908,DB01035,0.975
DB00368,DB01035,0.255
DB00668,DB01035,0.462
DB00988,DB01035,0.237
DB00122,DB01035,0.265
DB00640,DB01035,0.258
DB03128,DB01035,0.414
DB00264,DB01035,0.345
DB00458,DB01035,0.937
DB00390,DB01035,0.733
DB01151,DB01035,0.9
DB01136,DB01035,0.15
DB01244,DB01035,0.298
DB01118,DB01035,0.932
DB00819,DB01035,0.326
DB01182,DB01035,0.874
DB03783,DB01035,0.413
DB01595,DB01035,0.409
DB00514,DB01035,0.253
DB00968,DB01035,0.321
DB00280,DB01035,0.976
DB01193,DB01035,0.257
DB00342,DB01035,0.211
DB01580,DB01035,0.172
DB00637,DB01035,0.15
DB01165,DB01177,0.201
DB00537,DB01177,0.279
DB00541,DB01177,0.674
DB00523,DB01177,0.722
DB00755,DB01177,0.722
DB00675,DB01177,0.17
DB00877,DB01177,0.334
DB00635,DB01177,0.418
DB00860,DB01177,0.3
DB00175,DB01177,0.19
DB01229,DB01177,0.478
DB00959,DB01177,0.284
DB00563,DB01177,0.596
DB00158,DB01177,0.175
DB00544,DB01177,0.335
DB00773,DB01177,0.832
DB00313,DB01177,0.154
DB00661,DB01177,0.483
DB00437,DB01177,0.176
DB00445,DB01177,0.868
DB00997,DB01177,0.868
DB00987,DB01177,0.89
DB01254,DB01177,0.203
DB00398,DB01177,0.497
DB00570,DB01177,0.297
DB00361,DB01177,0.284
DB00619,DB01177,0.436
DB01059,DB01177,0.201
DB01204,DB01177,0.804
DB01248,DB01177,0.234
DB00694,DB01177,0.898
DB00276,DB01177,0.607
DB00242,DB01177,0.423
DB01165,DB01388,0.48
DB00537,DB01388,0.48
DB00559,DB01388,0.155
DB00641,DB01388,0.23
DB00594,DB01388,0.284
DB00197,DB01388,0.174
DB00175,DB01388,0.152
DB01054,DB01388,0.352
DB00683,DB01388,0.153
DB01110,DB01388,0.282
DB00227,DB01388,0.179
DB00678,DB01388,0.384
DB01026,DB01388,0.371
DB01016,DB01388,0.155
DB01241,DB01388,0.353
DB00472,DB01388,0.282
DB00584,DB01388,0.215
DB00343,DB01388,0.656
DB00257,DB01388,0.282
DB00501,DB01388,0.48
DB00439,DB01388,0.155
DB00661,DB01388,0.827
DB00252,DB01388,0.155
DB00468,DB01388,0.338
DB00908,DB01388,0.338
DB00368,DB01388,0.173
DB01211,DB01388,0.334
DB00440,DB01388,0.282
DB00715,DB01388,0.282
DB01059,DB01388,0.48
DB00401,DB01388,0.297
DB01095,DB01388,0.2
DB00390,DB01388,0.181
DB01244,DB01388,0.343
DB01118,DB01388,0.531
DB01167,DB01388,0.344
DB00342,DB01388,0.274
DB00176,DB01388,0.48
DB01100,DB01388,0.387
DB01149,DB01388,0.195
DB00637,DB01388,0.29
DB01165,DB00373,0.188
DB00316,DB00373,0.153
DB00594,DB00373,0.294
DB00675,DB00373,0.327
DB00206,DB00373,0.15
DB00571,DB00373,0.896
DB03322,DB00373,0.896
DB00860,DB00373,0.311
DB00457,DB00373,0.474
DB01092,DB00373,0.363
DB01183,DB00373,0.15
DB00959,DB00373,0.174
DB00328,DB00373,0.342
DB00281,DB00373,0.299
DB01050,DB00373,0.152
DB00502,DB00373,0.155
DB00712,DB00373,0.17
DB00472,DB00373,0.208
DB00584,DB00373,0.219
DB00313,DB00373,0.215
DB01075,DB00373,0.154
DB00343,DB00373,0.265
DB00586,DB00373,0.272
DB00443,DB00373,0.208
DB01234,DB00373,0.208
DB00575,DB00373,0.437
DB00661,DB00373,0.281
DB00201,DB00373,0.199
DB00945,DB00373,0.238
DB00788,DB00373,0.171
DB00468,DB00373,0.177
DB00908,DB00373,0.177
DB00368,DB00373,0.586
DB00184,DB00373,0.178
DB01065,DB00373,0.156
DB00668,DB00373,0.821
DB00988,DB00373,0.209
DB03128,DB00373,0.178
DB00715,DB00373,0.178
DB00264,DB00373,0.836
DB01043,DB00373,0.173
DB00458,DB00373,0.158
DB00390,DB00373,0.282
DB01136,DB00373,0.576
DB00321,DB00373,0.28
DB01118,DB00373,0.35
DB00819,DB00373,0.868
DB04557,DB00373,0.217
DB00285,DB00373,0.173
DB01182,DB00373,0.273
DB01035,DB00373,0.161
DB00696,DB00373,0.209
DB01184,DB00373,0.153
DB00215,DB00373,0.158
DB01175,DB00373,0.158
DB00669,DB00373,0.173
DB00968,DB00373,0.299
DB00280,DB00373,0.15
DB01193,DB00373,0.717
DB00176,DB00373,0.156
DB01580,DB00373,0.796
DB00199,DB00683,0.573
DB00537,DB00683,0.278
DB01212,DB00683,0.194
DB01327,DB00683,0.284
DB00564,DB00683,0.516
DB00316,DB00683,0.62
DB00641,DB00683,0.274
DB01124,DB00683,0.687
DB00624,DB00683,0.454
DB00675,DB00683,0.154
DB00203,DB00683,0.217
DB00863,DB00683,0.671
DB00571,DB00683,0.282
DB03322,DB00683,0.282
DB01069,DB00683,0.505
DB00396,DB00683,0.269
DB00635,DB00683,0.173
DB00860,DB00683,0.259
DB00175,DB00683,0.173
DB01174,DB00683,0.752
DB01229,DB00683,0.261
DB01183,DB00683,0.535
DB00295,DB00683,0.842
DB00959,DB00683,0.382
DB00563,DB00683,0.203
DB00814,DB00683,0.23
DB00227,DB00683,0.178
DB00678,DB00683,0.193
DB00555,DB00683,0.31
DB01009,DB00683,0.272
DB01026,DB00683,0.74
DB01221,DB00683,0.955
DB00328,DB00683,0.154
DB00281,DB00683,0.822
DB01050,DB00683,0.393
DB00741,DB00683,0.53
DB00502,DB00683,0.479
DB01016,DB00683,0.151
DB00695,DB00683,0.386
DB00158,DB00683,0.212
DB00712,DB00683,0.414
DB00472,DB00683,0.365
DB00313,DB00683,0.593
DB01075,DB00683,0.561
DB00343,DB00683,0.299
DB00255,DB00683,0.219
DB00586,DB00683,0.573
DB00829,DB00683,0.936
DB00182,DB00683,0.321
DB00443,DB00683,0.176
DB01234,DB00683,0.176
DB01394,DB00683,0.15
DB00907,DB00683,0.439
DB00363,DB00683,0.299
DB00758,DB00683,0.415
DB00575,DB00683,0.675
DB00501,DB00683,0.294
DB00477,DB00683,0.262
DB00439,DB00683,0.218
DB00661,DB00683,0.33
DB00201,DB00683,0.756
DB00945,DB00683,0.386
DB01435,DB00683,0.173
DB00277,DB00683,0.53
DB00252,DB00683,0.607
DB00788,DB00683,0.234
DB00468,DB00683,0.3
DB00908,DB00683,0.3
DB00368,DB00683,0.53
DB00184,DB00683,0.357
DB01065,DB00683,0.218
DB00451,DB00683,0.157
DB00668,DB00683,0.657
DB00988,DB00683,0.457
DB00783,DB00683,0.197
DB00640,DB00683,0.281
DB03128,DB00683,0.349
DB01045,DB00683,0.611
DB00398,DB00683,0.161
DB01388,DB00683,0.153
DB01211,DB00683,0.64
DB00570,DB00683,0.15
DB00495,DB00683,0.209
DB00619,DB00683,0.234
DB01037,DB00683,0.15
DB00715,DB00683,0.26
DB00264,DB00683,0.476
DB00333,DB00683,0.49
DB00371,DB00683,0.191
DB00458,DB00683,0.218
DB00813,DB00683,0.935
DB00927,DB00683,0.194
DB01248,DB00683,0.247
DB00390,DB00683,0.635
DB01151,DB00683,0.301
DB00921,DB00683,0.512
DB00887,DB00683,0.17
DB00321,DB00683,0.31
DB01118,DB00683,0.388
DB00819,DB00683,0.161
DB04557,DB00683,0.15
DB00802,DB00683,0.917
DB01104,DB00683,0.23
DB00734,DB00683,0.213
DB01182,DB00683,0.152
DB03783,DB00683,0.48
DB00334,DB00683,0.272
DB01595,DB00683,0.57
DB01400,DB00683,0.664
DB00704,DB00683,0.304
DB00690,DB00683,0.852
DB00514,DB00683,0.749
DB00215,DB00683,0.208
DB01175,DB00683,0.208
DB00490,DB00683,0.647
DB01224,DB00683,0.209
DB01337,DB00683,0.729
DB01200,DB00683,0.164
DB00656,DB00683,0.278
DB01167,DB00683,0.353
DB00977,DB00683,0.205
DB00342,DB00683,0.353
DB00332,DB00683,0.151
DB00176,DB00683,0.344
DB01580,DB00683,0.169
DB01149,DB00683,0.24
DB00349,DB00683,0.457
DB00810,DB00683,0.178
DB00637,DB00683,0.243
DB00199,DB01400,0.195
DB00316,DB01400,0.474
DB00206,DB01400,0.151
DB00863,DB01400,0.505
DB00571,DB01400,0.359
DB03322,DB01400,0.359
DB01069,DB01400,0.208
DB00860,DB01400,0.195
DB00457,DB01400,0.174
DB01183,DB01400,0.757
DB00295,DB01400,0.694
DB00683,DB01400,0.664
DB00959,DB01400,0.152
DB00836,DB01400,0.208
DB01221,DB01400,0.426
DB00281,DB01400,0.577
DB00502,DB01400,0.154
DB00695,DB01400,0.215
DB01075,DB01400,0.218
DB00343,DB01400,0.151
DB00255,DB01400,0.15
DB00586,DB01400,0.457
DB00829,DB01400,0.358
DB00907,DB01400,0.156
DB00575,DB01400,0.688
DB00477,DB01400,0.151
DB00661,DB01400,0.21
DB00201,DB01400,0.293
DB00252,DB01400,0.17
DB00368,DB01400,0.476
DB00184,DB01400,0.405
DB00668,DB01400,0.479
DB00988,DB01400,0.281
DB00122,DB01400,0.466
DB00640,DB01400,0.217
DB03128,DB01400,0.88
DB00264,DB01400,0.172
DB00813,DB01400,0.79
DB00927,DB01400,0.163
DB00320,DB01400,0.177
DB00321,DB01400,0.296
DB00382,DB01400,0.618
DB00802,DB01400,0.724
DB01184,DB01400,0.23
DB01337,DB01400,0.912
DB00199,DB01124,0.205
DB00564,DB01124,0.322
DB00316,DB01124,0.156
DB00412,DB01124,0.434
DB00641,DB01124,0.194
DB00177,DB01124,0.151
DB00197,DB01124,0.466
DB00624,DB01124,0.45
DB01138,DB01124,0.183
DB00428,DB01124,0.444
DB00571,DB01124,0.397
DB03322,DB01124,0.397
DB00396,DB01124,0.18
DB00175,DB01124,0.15
DB01132,DB01124,0.472
DB00812,DB01124,0.388
DB01174,DB01124,0.55
DB01229,DB01124,0.282
DB01092,DB01124,0.26
DB01054,DB01124,0.191
DB00683,DB01124,0.687
DB00678,DB01124,0.274
DB01026,DB01124,0.388
DB00328,DB01124,0.172
DB01050,DB01124,0.299
DB00741,DB01124,0.298
DB01016,DB01124,0.971
DB00695,DB01124,0.231
DB00712,DB01124,0.258
DB00472,DB01124,0.174
DB00313,DB01124,0.173
DB00343,DB01124,0.17
DB00586,DB01124,0.776
DB00829,DB01124,0.459
DB00758,DB01124,0.486
DB00501,DB01124,0.299
DB00608,DB01124,0.259
DB00439,DB01124,0.153
DB00482,DB01124,0.391
DB00661,DB01124,0.493
DB00201,DB01124,0.596
DB00945,DB01124,0.153
DB01435,DB01124,0.443
DB00277,DB01124,0.467
DB00252,DB01124,0.753
DB00788,DB01124,0.279
DB00468,DB01124,0.498
DB00908,DB01124,0.498
DB00368,DB01124,0.26
DB00668,DB01124,0.412
DB00988,DB01124,0.158
DB00936,DB01124,0.195
DB00640,DB01124,0.29
DB03128,DB01124,0.361
DB01045,DB01124,0.423
DB01261,DB01124,0.398
DB01211,DB01124,0.257
DB00914,DB01124,0.644
DB00264,DB01124,0.394
DB00458,DB01124,0.309
DB01095,DB01124,0.208
DB00390,DB01124,0.395
DB00887,DB01124,0.157
DB00321,DB01124,0.178
DB04557,DB01124,0.16
DB01035,DB01124,0.297
DB03783,DB01124,0.713
DB00514,DB01124,0.766
DB01167,DB01124,0.151
DB00342,DB01124,0.233
DB00637,DB01124,0.166
DB00672,DB01124,0.473
DB00199,DB00977,0.161
DB00564,DB00977,0.373
DB00316,DB00977,0.155
DB01645,DB00977,0.719
DB00624,DB00977,0.729
DB00675,DB00977,0.44
DB00421,DB00977,0.299
DB00396,DB00977,0.793
DB01174,DB00977,0.385
DB00834,DB00977,0.478
DB00683,DB00977,0.205
DB01026,DB00977,0.216
DB01050,DB00977,0.271
DB00741,DB00977,0.34
DB00472,DB00977,0.154
DB00255,DB00977,0.925
DB00586,DB00977,0.284
DB00201,DB00977,0.168
DB01435,DB00977,0.15
DB00252,DB00977,0.171
DB00788,DB00977,0.209
DB00368,DB00977,0.326
DB00134,DB00977,0.154
DB00451,DB00977,0.21
DB00655,DB00977,0.926
DB00988,DB00977,0.256
DB00783,DB00977,0.911
DB01045,DB00977,0.384
DB01586,DB00977,0.194
DB00811,DB00977,0.257
DB00882,DB00977,0.434
DB00199,DB01248,0.312
DB01645,DB01248,0.322
DB00541,DB01248,0.781
DB00197,DB01248,0.181
DB00523,DB01248,0.438
DB00755,DB01248,0.438
DB00624,DB01248,0.606
DB00675,DB01248,0.778
DB00605,DB01248,0.175
DB00428,DB01248,0.217
DB00421,DB01248,0.323
DB00877,DB01248,0.453
DB00863,DB01248,0.235
DB00396,DB01248,0.448
DB00635,DB01248,0.795
DB00860,DB01248,0.388
DB01174,DB01248,0.16
DB01229,DB01248,0.996
DB00683,DB01248,0.247
DB01011,DB01248,0.188
DB00959,DB01248,0.208
DB00563,DB01248,0.801
DB00836,DB01248,0.284
DB01026,DB01248,0.712
DB00741,DB01248,0.221
DB00158,DB01248,0.503
DB00544,DB01248,0.867
DB00773,DB01248,0.826
DB00313,DB01248,0.276
DB01075,DB01248,0.316
DB00255,DB01248,0.563
DB00115,DB01248,0.15
DB01394,DB01248,0.8
DB00907,DB01248,0.156
DB00758,DB01248,0.259
DB00501,DB01248,0.171
DB00608,DB01248,0.152
DB00482,DB01248,0.431
DB00661,DB01248,0.512
DB00945,DB01248,0.277
DB00252,DB01248,0.151
DB00445,DB01248,0.944
DB00997,DB01248,0.944
DB00468,DB01248,0.349
DB00908,DB01248,0.349
DB00134,DB01248,0.155
DB00987,DB01248,0.343
DB00783,DB01248,0.322
DB00122,DB01248,0.22
DB00640,DB01248,0.217
DB00602,DB01248,0.299
DB01045,DB01248,0.528
DB01268,DB01248,0.737
DB01254,DB01248,0.651
DB00398,DB01248,0.829
DB00530,DB01248,0.826
DB00317,DB01248,0.855
DB00570,DB01248,0.908
DB00495,DB01248,0.174
DB00361,DB01248,0.919
DB00619,DB01248,0.652
DB01204,DB01248,0.801
DB00333,DB01248,0.255
DB01177,DB01248,0.234
DB00390,DB01248,0.447
DB00694,DB01248,0.582
DB01118,DB01248,0.406
DB00518,DB01248,0.371
DB00242,DB01248,0.155
DB00966,DB01248,0.169
DB00643,DB01248,0.371
DB01196,DB01248,0.843
DB00539,DB01248,0.23
DB00199,DB00627,0.172
DB00446,DB00627,0.912
DB04216,DB00627,0.215
DB00412,DB00627,0.425
DB00641,DB00627,0.872
DB01393,DB00627,0.486
DB00197,DB00627,0.36
DB00523,DB00627,0.176
DB00755,DB00627,0.176
DB00624,DB00627,0.218
DB01138,DB00627,0.509
DB00428,DB00627,0.268
DB00206,DB00627,0.152
DB00571,DB00627,0.208
DB03322,DB00627,0.208
DB01032,DB00627,0.424
DB00635,DB00627,0.17
DB00175,DB00627,0.692
DB01132,DB00627,0.274
DB00812,DB00627,0.505
DB01174,DB00627,0.173
DB01054,DB00627,0.152
DB00227,DB00627,0.834
DB00678,DB00627,0.15
DB00328,DB00627,0.23
DB01050,DB00627,0.171
DB00741,DB00627,0.209
DB01241,DB00627,0.8
DB00695,DB00627,0.15
DB00158,DB00627,0.87
DB00313,DB00627,0.244
DB00343,DB00627,0.192
DB00255,DB00627,0.453
DB00470,DB00627,0.374
DB00115,DB00627,0.498
DB01394,DB00627,0.9
DB00758,DB00627,0.215
DB00439,DB00627,0.856
DB00661,DB00627,0.217
DB00201,DB00627,0.936
DB00945,DB00627,0.635
DB00277,DB00627,0.284
DB00252,DB00627,0.156
DB00140,DB00627,0.923
DB00468,DB00627,0.9
DB00908,DB00627,0.9
DB00368,DB00627,0.928
DB00184,DB00627,0.347
DB01065,DB00627,0.915
DB00134,DB00627,0.517
DB00451,DB00627,0.259
DB00668,DB00627,0.923
DB00988,DB00627,0.922
DB00936,DB00627,0.273
DB00122,DB00627,0.628
DB00640,DB00627,0.944
DB03128,DB00627,0.924
DB00917,DB00627,0.923
DB01045,DB00627,0.371
DB00973,DB00627,0.855
DB01098,DB00627,0.631
DB01095,DB00627,0.62
DB00320,DB00627,0.167
DB00390,DB00627,0.166
DB01118,DB00627,0.23
DB04557,DB00627,0.391
DB00178,DB00627,0.151
DB00199,DB01435,0.164
DB00537,DB01435,0.2
DB01212,DB01435,0.256
DB00564,DB01435,0.451
DB00316,DB01435,0.56
DB00554,DB01435,0.215
DB01124,DB01435,0.443
DB00624,DB01435,0.221
DB01138,DB01435,0.184
DB00863,DB01435,0.478
DB00571,DB01435,0.663
DB03322,DB01435,0.663
DB00396,DB01435,0.187
DB01032,DB01435,0.191
DB00635,DB01435,0.161
DB00860,DB01435,0.407
DB00812,DB01435,0.515
DB01174,DB01435,0.647
DB00295,DB01435,0.241
DB00683,DB01435,0.173
DB01011,DB01435,0.196
DB01009,DB01435,0.3
DB01026,DB01435,0.156
DB00328,DB01435,0.356
DB00281,DB01435,0.589
DB01050,DB01435,0.45
DB00741,DB01435,0.238
DB00313,DB01435,0.177
DB01075,DB01435,0.151
DB00343,DB01435,0.217
DB00586,DB01435,0.345
DB00829,DB01435,0.434
DB00115,DB01435,0.19
DB00575,DB01435,0.15
DB00501,DB01435,0.683
DB00477,DB01435,0.155
DB00661,DB01435,0.358
DB00201,DB01435,0.694
DB00945,DB01435,0.333
DB00277,DB01435,0.846
DB00437,DB01435,0.165
DB00252,DB01435,0.574
DB00788,DB01435,0.257
DB00468,DB01435,0.317
DB00908,DB01435,0.317
DB00134,DB01435,0.161
DB00451,DB01435,0.151
DB00783,DB01435,0.194
DB00936,DB01435,0.41
DB00122,DB01435,0.15
DB00917,DB01435,0.182
DB01045,DB01435,0.418
DB00495,DB01435,0.174
DB00264,DB01435,0.372
DB00458,DB01435,0.2
DB00813,DB01435,0.258
DB00927,DB01435,0.16
DB00320,DB01435,0.179
DB00390,DB01435,0.395
DB01151,DB01435,0.225
DB04557,DB01435,0.16
DB00802,DB01435,0.347
DB01035,DB01435,0.275
DB03783,DB01435,0.817
DB01595,DB01435,0.171
DB00514,DB01435,0.458
DB00968,DB01435,0.153
DB00977,DB01435,0.15
DB00199,DB00758,0.154
DB01212,DB00758,0.151
DB00564,DB00758,0.219
DB00316,DB00758,0.259
DB00559,DB00758,0.215
DB00412,DB00758,0.29
DB00641,DB00758,0.634
DB00177,DB00758,0.3
DB01124,DB00758,0.486
DB00675,DB00758,0.323
DB01138,DB00758,0.396
DB00421,DB00758,0.274
DB00203,DB00758,0.272
DB00533,DB00758,0.435
DB00877,DB00758,0.58
DB00863,DB00758,0.343
DB00396,DB00758,0.242
DB00635,DB00758,0.244
DB00860,DB00758,0.23
DB00175,DB00758,0.427
DB01132,DB00758,0.209
DB01174,DB00758,0.16
DB01229,DB00758,0.574
DB00295,DB00758,0.267
DB00683,DB00758,0.415
DB00959,DB00758,0.274
DB00563,DB00758,0.215
DB00814,DB00758,0.183
DB00227,DB00758,0.235
DB00678,DB00758,0.34
DB00555,DB00758,0.258
DB01026,DB00758,0.403
DB01221,DB00758,0.153
DB00328,DB00758,0.17
DB00281,DB00758,0.3
DB01050,DB00758,0.273
DB01016,DB00758,0.15
DB01241,DB00758,0.233
DB00695,DB00758,0.396
DB00158,DB00758,0.217
DB00472,DB00758,0.169
DB00584,DB00758,0.35
DB00313,DB00758,0.157
DB00343,DB00758,0.329
DB00255,DB00758,0.291
DB00586,DB00758,0.236
DB00829,DB00758,0.209
DB00115,DB00758,0.284
DB00907,DB00758,0.318
DB00501,DB00758,0.156
DB00608,DB00758,0.543
DB00439,DB00758,0.765
DB00482,DB00758,0.262
DB00661,DB00758,0.412
DB00201,DB00758,0.462
DB00542,DB00758,0.172
DB00945,DB00758,0.979
DB00277,DB00758,0.45
DB00437,DB00758,0.155
DB00252,DB00758,0.543
DB00788,DB00758,0.299
DB00468,DB00758,0.235
DB00908,DB00758,0.235
DB00368,DB00758,0.234
DB00184,DB00758,0.292
DB00627,DB00758,0.215
DB00451,DB00758,0.209
DB00668,DB00758,0.5
DB00988,DB00758,0.154
DB00936,DB00758,0.194
DB00640,DB00758,0.76
DB03128,DB00758,0.153
DB01045,DB00758,0.23
DB01261,DB00758,0.155
DB00398,DB00758,0.447
DB00530,DB00758,0.303
DB00973,DB00758,0.328
DB01098,DB00758,0.498
DB00317,DB00758,0.15
DB01211,DB00758,0.23
DB00619,DB00758,0.389
DB00715,DB00758,0.288
DB00264,DB00758,0.571
DB00333,DB00758,0.168
DB01095,DB00758,0.326
DB00813,DB00758,0.272
DB00927,DB00758,0.272
DB01248,DB00758,0.259
DB00320,DB00758,0.155
DB00390,DB00758,0.456
DB01136,DB00758,0.42
DB01118,DB00758,0.48
DB00819,DB00758,0.156
DB04557,DB00758,0.522
DB00285,DB00758,0.177
DB01104,DB00758,0.361
DB01182,DB00758,0.237
DB00215,DB00758,0.22
DB01175,DB00758,0.22
DB00966,DB00758,0.342
DB00790,DB00758,0.387
DB00519,DB00758,0.233
DB00178,DB00758,0.505
DB00968,DB00758,0.176
DB00590,DB00758,0.154
DB01167,DB00758,0.339
DB00199,DB00514,0.29
DB00564,DB00514,0.416
DB00316,DB00514,0.358
DB04216,DB00514,0.163
DB00641,DB00514,0.161
DB01124,DB00514,0.766
DB00624,DB00514,0.356
DB00675,DB00514,0.26
DB00203,DB00514,0.167
DB00740,DB00514,0.454
DB00206,DB00514,0.155
DB00571,DB00514,0.392
DB03322,DB00514,0.392
DB01069,DB00514,0.168
DB01032,DB00514,0.231
DB01174,DB00514,0.455
DB01183,DB00514,0.597
DB00295,DB00514,0.785
DB00683,DB00514,0.749
DB00678,DB00514,0.381
DB00555,DB00514,0.483
DB01026,DB00514,0.45
DB01221,DB00514,0.885
DB00328,DB00514,0.166
DB00281,DB00514,0.393
DB01050,DB00514,0.316
DB00741,DB00514,0.239
DB00502,DB00514,0.572
DB00712,DB00514,0.156
DB00472,DB00514,0.544
DB00313,DB00514,0.271
DB01075,DB00514,0.916
DB00343,DB00514,0.324
DB00255,DB00514,0.168
DB00586,DB00514,0.451
DB00829,DB00514,0.395
DB00182,DB00514,0.376
DB00443,DB00514,0.515
DB01234,DB00514,0.515
DB00907,DB00514,0.406
DB00363,DB00514,0.291
DB00575,DB00514,0.432
DB00501,DB00514,0.174
DB00477,DB00514,0.208
DB01114,DB00514,0.524
DB00608,DB00514,0.15
DB00661,DB00514,0.37
DB00201,DB00514,0.754
DB01435,DB00514,0.458
DB00277,DB00514,0.248
DB00252,DB00514,0.464
DB00788,DB00514,0.312
DB00468,DB00514,0.651
DB00908,DB00514,0.651
DB00368,DB00514,0.257
DB00184,DB00514,0.312
DB01065,DB00514,0.198
DB01235,DB00514,0.369
DB00988,DB00514,0.414
DB03128,DB00514,0.271
DB01045,DB00514,0.234
DB01211,DB00514,0.287
DB00914,DB00514,0.256
DB01037,DB00514,0.171
DB00715,DB00514,0.436
DB00264,DB00514,0.483
DB00333,DB00514,0.805
DB01043,DB00514,0.817
DB00458,DB00514,0.296
DB00813,DB00514,0.518
DB00390,DB00514,0.215
DB01151,DB00514,0.329
DB01136,DB00514,0.257
DB00921,DB00514,0.382
DB00321,DB00514,0.594
DB00915,DB00514,0.475
DB00382,DB00514,0.168
DB01577,DB00514,0.174
DB00802,DB00514,0.174
DB00285,DB00514,0.387
DB01104,DB00514,0.423
DB00734,DB00514,0.397
DB01182,DB00514,0.451
DB01035,DB00514,0.253
DB03783,DB00514,0.759
DB00334,DB00514,0.203
DB00704,DB00514,0.401
DB01242,DB00514,0.266
DB00215,DB00514,0.385
DB01175,DB00514,0.385
DB00490,DB00514,0.368
DB01224,DB00514,0.172
DB00656,DB00514,0.272
DB01142,DB00514,0.21
DB00342,DB00514,0.234
DB00455,DB00514,0.191
DB00176,DB00514,0.358
DB00726,DB00514,0.172
DB01149,DB00514,0.21
DB00810,DB00514,0.153
DB00199,DB00175,0.208
DB00564,DB00175,0.151
DB00559,DB00175,0.185
DB00412,DB00175,0.395
DB00641,DB00175,0.992
DB01393,DB00175,0.63
DB00177,DB00175,0.388
DB00197,DB00175,0.319
DB01124,DB00175,0.15
DB00624,DB00175,0.266
DB00428,DB00175,0.171
DB00421,DB00175,0.152
DB00203,DB00175,0.209
DB00533,DB00175,0.154
DB00877,DB00175,0.17
DB00571,DB00175,0.175
DB03322,DB00175,0.175
DB00396,DB00175,0.232
DB00635,DB00175,0.197
DB00860,DB00175,0.153
DB01132,DB00175,0.312
DB01174,DB00175,0.165
DB00683,DB00175,0.173
DB00959,DB00175,0.175
DB00563,DB00175,0.195
DB00227,DB00175,0.961
DB00678,DB00175,0.388
DB01026,DB00175,0.18
DB01050,DB00175,0.193
DB01016,DB00175,0.233
DB01241,DB00175,0.8
DB00695,DB00175,0.311
DB00158,DB00175,0.307
DB00472,DB00175,0.259
DB00584,DB00175,0.343
DB00343,DB00175,0.358
DB00255,DB00175,0.389
DB00586,DB00175,0.157
DB00257,DB00175,0.258
DB00758,DB00175,0.427
DB00439,DB00175,0.989
DB00482,DB00175,0.152
DB00661,DB00175,0.284
DB00542,DB00175,0.193
DB00945,DB00175,0.529
DB00252,DB00175,0.195
DB00627,DB00175,0.692
DB00451,DB00175,0.211
DB00783,DB00175,0.382
DB00122,DB00175,0.35
DB00640,DB00175,0.173
DB03128,DB00175,0.235
DB00917,DB00175,0.151
DB01045,DB00175,0.532
DB00973,DB00175,0.805
DB01098,DB00175,0.937
DB01388,DB00175,0.152
DB01211,DB00175,0.409
DB01586,DB00175,0.413
DB00715,DB00175,0.218
DB00264,DB00175,0.27
DB00333,DB00175,0.243
DB01177,DB00175,0.19
DB01095,DB00175,0.982
DB00390,DB00175,0.379
DB01136,DB00175,0.174
DB00321,DB00175,0.151
DB01118,DB00175,0.31
DB04557,DB00175,0.151
DB01104,DB00175,0.155
DB00966,DB00175,0.351
DB00790,DB00175,0.348
DB00519,DB00175,0.258
DB00178,DB00175,0.414
DB00590,DB00175,0.549
DB01167,DB00175,0.274
DB00199,DB00641,0.274
DB00564,DB00641,0.273
DB00316,DB00641,0.238
DB00254,DB00641,0.153
DB00795,DB00641,0.162
DB00559,DB00641,0.194
DB00412,DB00641,0.523
DB01393,DB00641,0.648
DB00177,DB00641,0.388
DB00197,DB00641,0.298
DB00523,DB00641,0.194
DB00755,DB00641,0.194
DB01124,DB00641,0.194
DB00624,DB00641,0.23
DB00675,DB00641,0.214
DB00428,DB00641,0.362
DB00421,DB00641,0.274
DB00203,DB00641,0.403
